23:55:26,48,1.21,59,30.46,177.39,5.62,101,Smoke
23:50:23,48,1.21,58,30.46,176.78,3.37,101,Smoke
23:45:26,48,1.23,57,30.46,158.75,3.37,102,Smoke
23:40:21,48,1.21,60,30.46,137.71,3.37,102,Smoke
23:35:24,48,1.17,62,30.46,104.95,5.62,102,Smoke
23:30:24,48,1.21,64,30.46,120.2,5.62,102,Smoke
23:25:19,49,1.2,72,30.46,112.45,6.75,101,Smoke
23:20:22,49,1.24,71,30.46,122.97,5.62,101,Smoke
23:15:22,49,1.23,80,30.46,101.18,4.5,101,Smoke
23:10:22,49,1.21,85,30.46,141.87,4.5,101,Clear
23:05:23,49,1.23,93,30.47,120.55,2.25,101,Unknown
23:00:25,49,1.21,98,30.47,144.19,3.37,101,Unknown
22:55:20,49,1.22,99,30.47,139.8,6.75,102,Haze
22:50:19,50,1.21,99,30.47,140.92,2.25,102,Haze
22:45:31,50,1.23,99,30.47,147.61,5.62,102,Haze
22:40:23,50,1.22,99,30.47,113.78,4.5,102,Haze
22:35:19,50,1.21,99,30.47,123.03,10.12,101,Haze
22:30:22,50,1.22,99,30.47,173.73,6.75,101,Haze
22:25:19,50,1.22,98,30.47,91.43,6.75,101,Haze
22:20:22,50,1.2,98,30.47,109.74,6.75,101,Haze
22:15:22,50,1.2,98,30.47,143.53,2.25,101,Haze
22:10:21,50,1.2,97,30.47,146.76,5.62,101,Haze
22:05:20,50,1.21,97,30.47,158.35,4.5,100,Haze
22:00:26,50,1.22,97,30.47,166.05,5.62,100,Haze
21:55:20,50,1.22,96,30.47,151.82,5.62,98,Haze
21:50:32,50,1.22,96,30.47,152.52,6.75,95,Smoke
21:45:28,50,1.24,95,30.47,127.82,7.87,92,Smoke
21:40:20,50,1.23,95,30.47,157.58,6.75,91,Haze
21:35:21,50,1.23,95,30.47,172.96,7.87,92,Haze
21:30:21,50,1.23,95,30.47,143.82,6.75,92,Haze
21:25:22,50,1.24,94,30.47,154.03,5.62,90,Haze
21:20:21,50,1.2,93,30.47,165.93,4.5,88,Haze
21:15:23,50,1.24,93,30.47,139.82,7.87,84,Haze
21:10:20,49,1.21,93,30.47,166.07,9,81,Haze
21:05:26,50,1.24,93,30.47,116.16,5.62,80,Smoke
21:00:20,50,1.2,92,30.47,157.48,4.5,81,Smoke
20:55:18,50,1.19,91,30.47,112.27,7.87,81,Smoke
20:50:20,50,1.25,90,30.47,133.69,6.75,88,Smoke
20:45:24,50,1.25,88,30.47,140.64,6.75,91,Smoke
20:40:19,50,1.23,87,30.47,52.89,1.12,92,Smoke
20:35:19,50,1.21,86,30.47,132.66,4.5,94,Smoke
20:30:18,50,1.25,85,30.46,138.35,5.62,94,Smoke
20:25:20,50,1.23,84,30.46,109.87,3.37,95,Smoke
20:20:23,50,1.23,81,30.47,123.25,3.37,96,Partly Cloudy
20:15:20,50,1.26,75,30.46,158.64,4.5,97,Fog
20:10:22,50,1.17,70,30.46,165.22,5.62,97,Fog
20:05:22,50,1.22,63,30.46,160.51,3.37,97,Shallow Fog
20:00:18,50,1.22,51,30.46,155.36,4.5,96,Smoke
19:55:23,50,1.22,47,30.46,157.78,6.75,96,Haze
19:50:22,50,1.24,46,30.46,151.6,3.37,95,Haze
19:45:25,50,1.25,47,30.46,105.78,4.5,96,Haze
19:40:22,50,1.19,48,30.46,135.55,4.5,96,Haze
19:35:22,50,1.19,56,30.46,140.92,4.5,97,Haze
19:30:20,50,1.23,57,30.46,165,4.5,98,Smoke
19:25:21,51,1.19,55,30.46,126.63,3.37,99,Haze
19:20:20,51,1.23,54,30.46,119.97,4.5,99,Haze
19:15:22,51,1.22,53,30.45,95.57,2.25,99,Clear
19:10:24,51,1.24,51,30.45,100.02,4.5,99,Clear
19:05:20,51,1.24,51,30.45,111.73,2.25,97,Haze
19:00:24,51,1.23,52,30.45,145.77,5.62,96,Haze
18:55:19,51,1.23,51,30.45,105.89,6.75,95,Smoke
18:50:24,51,1.24,52,30.45,120.86,5.62,95,Smoke
18:45:19,51,1.23,55,30.44,170.11,5.62,95,Smoke
18:40:21,52,1.21,55,30.44,107.15,5.62,95,Smoke
18:35:21,52,1.24,55,30.44,129.29,6.75,96,Smoke
18:30:23,52,1.18,59,30.45,158.73,3.37,96,Smoke
18:25:19,52,1.52,59,30.44,211.38,2.25,96,Smoke
18:20:23,53,5.07,61,30.44,174.97,4.5,96,Smoke
18:15:21,53,6.16,62,30.44,120.78,7.87,95,Smoke
18:10:52,53,6.63,59,30.44,118.82,5.62,96,Smoke
18:05:22,54,10.96,59,30.44,154.16,4.5,96,Smoke
18:00:22,55,19.42,57,30.44,58.42,6.75,96,Smoke
17:55:22,55,27.14,53,30.44,47.86,4.5,96,Smoke
17:50:19,56,33.75,52,30.44,74.56,2.25,96,Smoke
17:45:22,56,49.57,49,30.44,25.72,6.75,96,Smoke
17:40:22,56,59.62,50,30.44,102.11,2.25,97,Smoke
17:35:38,56,87.23,48,30.44,67.49,3.37,97,Smoke
17:30:25,56,109.93,49,30.43,180.29,2.25,98,Smoke
17:25:25,57,130.82,57,30.43,150.2,2.25,99,Smoke
17:20:25,57,160.52,55,30.43,47.3,5.62,99,Smoke
17:15:20,58,191.37,52,30.43,333.81,1.12,100,Smoke
17:10:20,58,207.05,49,30.43,41.62,4.5,100,Smoke
17:05:22,58,240.99,45,30.43,132.36,5.62,100,Smoke
17:00:24,58,274.83,41,30.43,332.09,4.5,100,Smoke
16:55:25,58,300.94,55,30.43,45.88,3.37,100,Smoke
16:50:22,58,322.71,56,30.43,94.24,7.87,99,Smoke
16:45:38,58,346.59,50,30.43,81.57,6.75,97,Smoke
16:40:20,58,364.18,49,30.43,351.03,7.87,97,Shallow Fog
16:35:41,58,368.35,51,30.43,78.81,5.62,96,Shallow Fog
16:30:22,58,362.84,46,30.43,85.96,5.62,95,Shallow Fog
16:25:21,59,423.9,48,30.43,19.78,4.5,95,Shallow Fog
16:20:25,58,457.69,59,30.43,18.26,4.5,95,Smoke
16:15:23,58,511.38,52,30.43,69.08,3.37,96,Smoke
16:10:22,58,566.83,52,30.43,40.87,4.5,96,Smoke
16:05:20,58,187.96,49,30.43,0.13,4.5,96,Smoke
16:00:20,59,310.59,58,30.43,27.34,9,96,Smoke
15:55:22,59,230.26,46,30.43,359.93,3.37,97,Smoke
15:50:21,60,623.31,46,30.43,22.18,7.87,96,Smoke
15:45:22,60,312.1,48,30.43,4.38,10.12,97,Smoke
15:40:24,60,803.72,44,30.43,355.03,7.87,98,Smoke
15:35:19,60,671.97,47,30.42,0.4,7.87,98,Smoke
15:30:20,60,670.32,51,30.42,53.16,4.5,99,Smoke
15:25:21,60,679.73,48,30.42,353.87,9,99,Smoke
15:20:24,60,687.62,54,30.43,2.04,4.5,100,Haze
15:15:18,61,697.66,53,30.42,34.85,11.25,100,Smoke
15:10:21,61,716.27,44,30.42,11.08,7.87,99,Smoke
15:05:23,61,744.43,50,30.43,1.6,5.62,99,Smoke
15:02:10,61,612.34,53,30.42,345.21,7.87,98,Smoke
14:55:21,61,760.9,50,30.42,165.42,4.5,96,Smoke
14:50:21,61,773.71,57,30.42,30.3,6.75,95,Smoke
14:45:18,61,790.08,59,30.42,34.24,3.37,96,Smoke
14:40:23,61,804.28,59,30.42,19.11,7.87,97,Smoke
14:35:24,61,818.82,53,30.42,84.61,6.75,98,Smoke
14:30:19,62,855.63,51,30.42,31.88,5.62,98,Smoke
14:25:20,62,875.16,58,30.42,149.48,3.37,99,Smoke
14:20:21,62,867.9,54,30.42,62.54,3.37,99,Smoke
14:15:27,62,872.67,58,30.43,39.59,5.62,99,Smoke
14:10:20,62,890.52,50,30.43,122.13,4.5,99,Smoke
14:00:19,62,911.06,53,30.43,65.07,7.87,99,Smoke
13:55:20,62,925.16,49,30.43,69.79,7.87,99,Smoke
13:50:20,62,933.15,47,30.43,346.87,5.62,99,Smoke
13:45:21,62,942.73,53,30.43,359.93,5.62,100,Haze
13:40:21,62,955.74,50,30.43,9.92,4.5,100,Haze
13:35:21,62,959.47,54,30.43,19.98,9,99,Haze
13:30:20,62,970.22,57,30.43,0.9,6.75,96,Haze
13:25:18,62,974.87,54,30.43,19.13,11.25,94,Haze
13:20:20,62,985.22,53,30.44,61.93,7.87,95,Haze
13:15:25,62,992.19,50,30.43,63.35,10.12,91,Haze
13:10:22,62,997.26,56,30.44,171.18,7.87,90,Haze
13:05:22,62,1004.6,54,30.44,45.65,7.87,89,Haze
13:00:19,63,1007.96,54,30.44,15.92,11.25,90,Smoke
12:55:22,63,1013.59,54,30.44,130.14,9,91,Smoke
12:50:20,62,1020.55,51,30.44,21.54,10.12,93,Smoke
12:45:19,62,1025.63,45,30.44,70.89,15.75,94,Smoke
12:40:20,63,1029.41,46,30.45,59.62,12.37,95,Smoke
12:35:20,63,1034.46,43,30.45,79.08,7.87,95,Scattered Clouds
12:30:19,63,1033.54,43,30.45,359.46,5.62,96,Partly Cloudy
12:25:21,63,1039.06,40,30.45,59.89,4.5,96,Clear
12:20:20,63,1039.67,39,30.45,40.66,6.75,95,Fog
12:15:20,64,1037.76,41,30.46,20.44,14.62,95,Fog
12:10:24,64,1039.52,41,30.45,40.4,13.5,93,Fog
12:05:20,63,1040.14,41,30.45,117.62,4.5,94,Partly Cloudy
12:00:27,63,1039.22,42,30.46,354.78,1.12,93,Fog
11:55:20,63,1035.99,41,30.46,35.68,4.5,93,Partly Cloudy
11:50:20,63,1033.49,39,30.46,350,5.62,93,Partly Cloudy
11:45:18,63,1029.15,41,30.46,14.63,9,93,Partly Cloudy
11:40:20,63,1025.51,41,30.46,349.53,2.25,93,Smoke
11:35:19,63,1023.78,41,30.46,31.9,9,93,Smoke
11:30:22,63,1017.57,37,30.47,339.83,3.37,93,Haze
11:25:20,63,1013.93,34,30.47,67.14,11.25,93,Haze
